order_id,customer_id,order_date,order_status,payment_status,payment_method,currency,subtotal,discount_amount,tax_amount,shipping_amount,total_amount,shipping_country,shipping_city,shipping_postcode,device_type,traffic_source
12643,3287,21-10-2025 05:04,Returned,Pending,Card,USD,320.48,0,38.46,20.68,379.62,Slovenia,New Susan,69046,Desktop,Direct
12644,6412,08-07-2026 19:31,Pending,Failed,Wallet,USD,1066.75,106.68,128.01,5.37,1093.45,Luxembourg,West Zachary,42556,Desktop,Email
12645,5925,06-12-2024 09:28,Cancelled,Paid,PayPal,USD,960.92,0,115.31,18.22,1094.45,Iceland,Port Michael,17053,Desktop,Paid
12646,2933,03-03-2025 14:49,Cancelled,Paid,PayPal,USD,612.39,0,73.49,20.21,706.09,Isle of Man,Marthaview,46556,Mobile,Referral
12647,3327,27-11-2024 07:54,Completed,Pending,BankTransfer,USD,1894.68,0,227.36,0.2,2122.24,Poland,North Jeremy,31839,Tablet,Paid
12648,7351,07-04-2025 13:20,Completed,Failed,Wallet,USD,172,8.6,20.64,38.9,222.94,India,West Jaybury,89992,Desktop,Direct
12649,9377,05-04-2026 07:06,Cancelled,Refunded,Wallet,USD,772.92,0,92.75,34.09,899.76,Papua New Guinea,South Vanessa,79411,Desktop,Direct
12650,5546,18-11-2024 23:09,Returned,Failed,PayPal,USD,308.87,46.33,37.06,34.98,334.58,Korea,South William,3190,Tablet,Direct
12651,7157,01-06-2026 11:04,Completed,Paid,BankTransfer,USD,1842.86,92.14,221.14,22.79,1994.65,Egypt,Joseshire,79571,Desktop,Email
12652,2015,16-12-2024 23:30,Pending,Refunded,Card,USD,1510.48,75.52,181.26,21.37,1637.59,Qatar,Prattport,44160,Desktop,Organic
12653,7981,24-11-2025 08:54,Completed,Pending,PayPal,USD,819.8,0,98.38,39.74,957.92,Niue,Walkermouth,37126,Mobile,Organic
12654,6017,31-07-2025 07:13,Completed,Refunded,Card,USD,1279.08,0,153.49,12.57,1445.14,Ireland,New Susan,5479,Desktop,Direct
12655,5263,03-05-2025 15:56,Completed,Refunded,PayPal,USD,1625.79,243.87,195.09,38.1,1615.11,Saint Lucia,West Maria,64710,Desktop,Organic
12656,9562,27-09-2025 00:25,Cancelled,Paid,BankTransfer,USD,938.19,0,112.58,3.79,1054.56,United States Virgin Islands,Moodyhaven,43852,Tablet,Referral
12657,8367,23-08-2024 17:22,Cancelled,Pending,Wallet,USD,1371.79,205.77,164.61,10.14,1340.77,Afghanistan,Amandaborough,50904,Desktop,Email
12658,2187,03-12-2025 12:16,Completed,Paid,PayPal,USD,1974.77,0,236.97,0.14,2211.88,United Kingdom,New Elizabethborough,34190,Desktop,Email
12659,6265,24-11-2024 13:44,Pending,Failed,Wallet,USD,1629,244.35,195.48,23.55,1603.68,Guinea,North Lance,22026,Mobile,Direct
12660,8254,05-08-2025 20:32,Returned,Paid,PayPal,USD,754.01,37.7,90.48,41.19,847.98,Palestinian Territory,North Melissaborough,11868,Desktop,Referral
12661,5116,30-10-2024 19:47,Returned,Failed,Card,USD,724.76,72.48,86.97,44.25,783.5,Svalbard & Jan Mayen Islands,Codyside,44710,Mobile,Referral
12662,2988,26-03-2026 23:07,Completed,Paid,PayPal,USD,122.15,0,14.66,2.27,139.08,Tanzania,New Davidside,15016,Mobile,Paid
12663,9938,18-12-2025 03:47,Completed,Refunded,BankTransfer,USD,1133.82,0,136.06,33.06,1302.94,Equatorial Guinea,South Eric,85752,Mobile,Direct
12664,9693,18-01-2025 17:50,Completed,Paid,BankTransfer,USD,1492.74,74.64,179.13,27.81,1625.04,Dominican Republic,Wellsmouth,49769,Desktop,Direct
12665,1018,08-05-2025 23:39,Pending,Refunded,Wallet,USD,457.44,0,54.89,8.8,521.13,Gibraltar,Castrofort,3866,Mobile,Email
12666,3883,28-04-2025 22:41,Pending,Paid,Card,USD,444.1,66.61,53.29,44.03,474.81,Kazakhstan,Royfort,35195,Mobile,Organic
12667,5347,21-05-2025 10:08,Completed,Failed,PayPal,USD,1917.95,191.8,230.15,26.25,1982.55,Latvia,Williamberg,42998,Tablet,Email
12668,7982,01-06-2026 01:28,Completed,Paid,PayPal,USD,699.36,0,83.92,8.38,791.66,Antigua and Barbuda,South Jenniferfurt,78024,Desktop,Referral
12669,5310,08-04-2025 19:24,Pending,Paid,PayPal,USD,1342.35,0,161.08,44.66,1548.09,Bosnia and Herzegovina,Aprilmouth,35464,Tablet,Direct
12670,8053,12-03-2025 08:06,Returned,Pending,Card,USD,939.12,0,112.69,5.71,1057.52,Swaziland,Anthonyview,21559,Mobile,Organic
12671,4102,10-10-2025 15:28,Cancelled,Paid,Wallet,USD,1424.29,142.43,170.91,41.21,1493.98,Thailand,East Olivia,624,Tablet,Organic
12672,5600,04-12-2024 03:31,Cancelled,Paid,Card,USD,1582.58,158.26,189.91,24.78,1639.01,British Virgin Islands,Courtneyfurt,62214,Tablet,Email
12673,5714,05-10-2024 18:47,Cancelled,Refunded,BankTransfer,USD,1231.96,184.79,147.84,38.05,1233.06,North Macedonia,Jeanetteton,43264,Desktop,Referral
12674,8394,05-03-2026 21:37,Pending,Refunded,Wallet,USD,921.71,138.26,110.61,21.25,915.31,Monaco,East Brianton,12298,Mobile,Referral
12675,970,07-09-2024 00:08,Pending,Failed,PayPal,USD,189.4,18.94,22.73,1.58,194.77,Morocco,Liuport,43415,Tablet,Organic
12676,7284,17-09-2025 03:13,Completed,Paid,PayPal,USD,1030.23,51.51,123.63,25.12,1127.47,Christmas Island,East Jasmine,35353,Tablet,Direct
12677,8287,25-08-2024 17:03,Completed,Refunded,BankTransfer,USD,795.19,79.52,95.42,35.22,846.31,Pitcairn Islands,Crystalmouth,13034,Tablet,Organic
12678,6134,11-08-2025 03:16,Cancelled,Failed,PayPal,USD,334.87,16.74,40.18,33.01,391.32,Western Sahara,North Rhondaland,91574,Tablet,Paid
12679,9857,02-08-2024 15:00,Returned,Pending,BankTransfer,USD,485.67,0,58.28,25.13,569.08,Algeria,Jacquelinefort,77743,Desktop,Paid
12680,1648,15-07-2025 02:58,Cancelled,Refunded,Card,USD,1707.15,0,204.86,45.43,1957.44,Armenia,Carrieside,86259,Mobile,Email
12681,1159,29-10-2025 04:02,Cancelled,Paid,Wallet,USD,1223.01,61.15,146.76,28.75,1337.37,Dominican Republic,North Stephaniebury,24301,Desktop,Email
12682,7546,08-03-2026 05:49,Returned,Refunded,BankTransfer,USD,1350.48,0,162.06,5.76,1518.3,Slovenia,East Lisahaven,79497,Desktop,Direct
12683,8263,05-04-2026 22:05,Completed,Refunded,Card,USD,616.09,61.61,73.93,48.04,676.45,Pakistan,Mayerchester,53457,Desktop,Referral
12684,8421,21-09-2024 09:38,Returned,Paid,PayPal,USD,1781.24,89.06,213.75,16.14,1922.07,Reunion,New Tammy,45556,Mobile,Email
12685,2853,16-10-2024 03:12,Completed,Pending,Wallet,USD,1096.61,109.66,131.59,1.49,1120.03,Bahamas,Debrabury,2370,Tablet,Paid
12686,1895,16-05-2025 00:16,Completed,Refunded,Wallet,USD,1322.87,198.43,158.74,28.19,1311.37,Netherlands,West Samantha,12797,Mobile,Direct
12687,8270,12-09-2025 08:26,Pending,Failed,BankTransfer,USD,1499.21,224.88,179.91,9.8,1464.04,Uzbekistan,Sarahport,54489,Tablet,Direct
12688,2940,15-06-2025 20:24,Completed,Pending,PayPal,USD,1517.12,151.71,182.05,2.52,1549.98,Azerbaijan,Lindaton,80333,Mobile,Direct
12689,6434,19-10-2025 22:22,Returned,Refunded,Wallet,USD,951.99,47.6,114.24,25.39,1044.02,Turks and Caicos Islands,Port Robertborough,12961,Mobile,Direct
12690,373,14-06-2025 12:52,Returned,Refunded,BankTransfer,USD,1584.93,237.74,190.19,34.45,1571.83,Honduras,Williammouth,37990,Mobile,Email
12691,5315,16-09-2024 17:01,Completed,Paid,BankTransfer,USD,93.85,14.08,11.26,28.29,119.32,Eritrea,Smithborough,22043,Mobile,Email
12692,5182,14-02-2025 04:27,Completed,Failed,BankTransfer,USD,1879.32,187.93,225.52,29.26,1946.17,Eritrea,Susanborough,67947,Mobile,Organic
12693,5823,06-09-2025 19:55,Completed,Paid,PayPal,USD,1056.59,52.83,126.79,42.56,1173.11,Mozambique,Downshaven,15634,Mobile,Email
12694,7286,01-04-2026 13:08,Cancelled,Refunded,PayPal,USD,1227.07,0,147.25,42.16,1416.48,Luxembourg,Campbellfort,27504,Desktop,Email
12695,6112,01-02-2025 07:51,Completed,Refunded,PayPal,USD,1972.64,0,236.72,46.7,2256.06,Cook Islands,Allenville,24763,Tablet,Paid
12696,1216,29-05-2026 13:30,Completed,Paid,BankTransfer,USD,1596.23,239.43,191.55,41.88,1590.23,Saint Vincent and the Grenadines,Amandaside,70735,Mobile,Organic
12697,8904,27-09-2024 20:03,Completed,Paid,Wallet,USD,545.58,81.84,65.47,33.76,562.97,Czech Republic,Seanshire,98650,Desktop,Direct
12698,6087,27-08-2025 22:44,Returned,Refunded,Wallet,USD,734.99,73.5,88.2,0.2,749.89,Northern Mariana Islands,South Paulstad,61252,Desktop,Referral
12699,3478,06-09-2025 18:33,Returned,Paid,Card,USD,1083.52,162.53,130.02,10.87,1061.88,Bahamas,Williamsonstad,76514,Mobile,Direct
12700,8619,16-01-2026 06:53,Cancelled,Refunded,Wallet,USD,537.94,53.79,64.55,24.84,573.54,French Guiana,North Michaelfort,34512,Tablet,Direct
12701,2445,12-06-2025 11:48,Cancelled,Paid,PayPal,USD,155.99,23.4,18.72,34.73,186.04,Philippines,Crystalberg,13606,Mobile,Paid
12702,1073,01-09-2025 11:29,Returned,Failed,Wallet,USD,718.55,71.86,86.23,47.32,780.24,Samoa,East Monica,24333,Mobile,Direct
12703,9078,06-03-2025 14:37,Returned,Pending,Wallet,USD,1502.03,0,180.24,4.93,1687.2,Iran,Port Elizabeth,44528,Mobile,Email
12704,3653,01-05-2026 00:01,Cancelled,Pending,Wallet,USD,312.02,46.8,37.44,12.43,315.09,Cote d'Ivoire,Torresburgh,73122,Desktop,Organic
12705,2521,28-05-2026 10:13,Completed,Pending,Card,USD,1207.48,60.37,144.9,8.5,1300.51,Brazil,Port Charlesland,28790,Mobile,Paid
12706,79,06-12-2025 04:13,Cancelled,Refunded,PayPal,USD,1183.23,118.32,141.99,36,1242.9,Tuvalu,West Samuel,67164,Desktop,Paid
12707,3864,26-02-2026 02:32,Returned,Paid,BankTransfer,USD,1203.91,0,144.47,32.8,1381.18,Serbia,New Richard,54808,Desktop,Direct
12708,1931,07-02-2025 18:46,Completed,Pending,PayPal,USD,1791.55,89.58,214.99,27.06,1944.02,Croatia,Lake Traciestad,18024,Desktop,Organic
12709,2644,18-10-2024 03:55,Completed,Paid,Card,USD,469.74,23.49,56.37,46.14,548.76,Ecuador,Trevorfurt,9230,Mobile,Organic
12710,6764,16-05-2026 17:57,Completed,Failed,BankTransfer,USD,1133.45,170.02,136.01,26.42,1125.86,Nepal,Westshire,78459,Mobile,Referral
12711,7403,17-04-2026 22:25,Cancelled,Paid,Wallet,USD,293.53,44.03,35.22,36.21,320.93,Djibouti,Davisland,77908,Mobile,Direct
12712,2955,06-05-2025 05:15,Pending,Refunded,PayPal,USD,358.64,0,43.04,18.89,420.57,Georgia,Ryantown,89053,Tablet,Referral
12713,1413,04-10-2025 09:32,Cancelled,Paid,PayPal,USD,1575.86,78.79,189.1,8.79,1694.96,New Zealand,New Caitlynbury,17027,Mobile,Direct
12714,4554,17-10-2025 05:55,Returned,Refunded,Card,USD,1758.44,175.84,211.01,17.32,1810.93,Comoros,South Zacharychester,76896,Desktop,Organic
12715,7691,11-06-2025 11:46,Pending,Paid,Wallet,USD,1991.41,298.71,238.97,34.24,1965.91,Cyprus,North Robertfort,73890,Tablet,Paid
12716,7306,18-12-2024 12:08,Completed,Pending,PayPal,USD,636.12,63.61,76.33,8.21,657.05,Sudan,Andreaport,81559,Tablet,Direct
12717,1907,07-04-2025 17:14,Completed,Refunded,Card,USD,1840.88,0,220.91,21.61,2083.4,Afghanistan,Monicaborough,72193,Desktop,Paid
12718,8627,13-01-2025 01:15,Pending,Refunded,Wallet,USD,632.42,0,75.89,5.59,713.9,Namibia,Andrewmouth,32922,Mobile,Paid
12719,9830,27-11-2025 12:31,Cancelled,Pending,Card,USD,1879.06,187.91,225.49,28.21,1944.85,Greenland,Simmonsberg,16115,Mobile,Referral
12720,3836,16-10-2025 00:34,Pending,Failed,BankTransfer,USD,1269.26,190.39,152.31,16.53,1247.71,Spain,Guerreroville,90860,Desktop,Paid
12721,5899,26-11-2024 13:59,Cancelled,Failed,Wallet,USD,1685.64,252.85,202.28,1.24,1636.31,Rwanda,North Lauren,10813,Mobile,Organic
12722,8491,09-01-2025 01:54,Cancelled,Failed,Wallet,USD,1963.89,98.19,235.67,26.18,2127.55,Kuwait,Millerside,28990,Mobile,Paid
12723,1655,28-01-2025 15:57,Returned,Pending,Card,USD,1891.97,94.6,227.04,2.09,2026.5,Croatia,Robertville,65567,Tablet,Email
12724,1800,14-09-2024 18:44,Pending,Refunded,Wallet,USD,504.26,50.43,60.51,45.79,560.13,Bulgaria,Kyleside,62393,Desktop,Email
12725,6965,21-08-2024 05:49,Completed,Failed,BankTransfer,USD,639.95,32,76.79,37.9,722.64,Cook Islands,Smithville,79856,Mobile,Organic
12726,4188,09-12-2024 21:39,Cancelled,Failed,PayPal,USD,1542.53,231.38,185.1,28.99,1525.24,Serbia,Victorside,29312,Mobile,Direct
12727,3921,01-08-2025 22:39,Completed,Pending,Card,USD,1580.71,79.04,189.69,34.12,1725.48,Georgia,Quinnfurt,92884,Mobile,Organic
12728,3176,16-07-2024 22:49,Cancelled,Paid,Wallet,USD,417.61,0,50.11,41.11,508.83,Guinea,New Kellyhaven,51524,Mobile,Email
12729,4238,31-05-2026 01:49,Pending,Paid,Card,USD,1457.63,218.64,174.92,18.12,1432.03,Bahamas,New Ericburgh,36480,Mobile,Email
12730,1006,28-10-2024 19:07,Pending,Failed,BankTransfer,USD,311.28,15.56,37.35,5.18,338.25,Ireland,Thompsonborough,83265,Mobile,Referral
12731,7526,23-06-2025 19:47,Returned,Failed,PayPal,USD,301.92,0,36.23,27.76,365.91,Qatar,Christopherburgh,74280,Desktop,Direct
12732,805,20-12-2024 12:47,Returned,Pending,PayPal,USD,829.71,41.49,99.57,23.91,911.7,Saudi Arabia,Judytown,67610,Tablet,Referral
12733,3314,01-05-2026 06:07,Pending,Pending,Wallet,USD,1708.86,85.44,205.06,22.96,1851.44,Guernsey,New Matthew,96347,Tablet,Organic
12734,4837,27-08-2024 05:46,Cancelled,Paid,BankTransfer,USD,1096.28,54.81,131.55,19.58,1192.6,Maldives,New Amy,98770,Desktop,Organic
12735,3080,12-06-2026 07:45,Completed,Refunded,Card,USD,868.34,0,104.2,31.38,1003.92,Burkina Faso,East Ryanburgh,85458,Desktop,Referral
12736,5073,03-06-2026 20:30,Cancelled,Paid,Card,USD,346.61,17.33,41.59,6.43,377.3,Saint Pierre and Miquelon,Seanshire,77196,Mobile,Organic
12737,7241,19-05-2025 21:55,Returned,Paid,Wallet,USD,699.84,104.98,83.98,8.1,686.94,Monaco,New Brandonshire,23596,Mobile,Email
12738,1388,07-08-2025 07:26,Pending,Pending,BankTransfer,USD,874.67,131.2,104.96,21.63,870.06,Zimbabwe,Smithshire,12514,Mobile,Email
12739,4963,26-08-2025 21:23,Pending,Pending,Card,USD,1708.16,170.82,204.98,48.98,1791.3,Sao Tome and Principe,Frankchester,12196,Mobile,Email
12740,1703,12-06-2026 12:46,Completed,Paid,Card,USD,672.48,33.62,80.7,22.17,741.73,Korea,North Brendaton,29416,Mobile,Referral
12741,4947,10-09-2024 04:52,Returned,Paid,Wallet,USD,912.32,45.62,109.48,14.57,990.75,Saint Vincent and the Grenadines,East Jared,24934,Tablet,Email
12742,4801,22-02-2026 00:23,Completed,Paid,BankTransfer,USD,585.29,0,70.23,48.52,704.04,Guam,Maryfort,23200,Desktop,Referral
12743,4183,18-07-2024 23:15,Completed,Paid,Card,USD,328,0,39.36,48.25,415.61,South Georgia and the South Sandwich Islands,Scottborough,18549,Desktop,Paid
12744,2225,27-02-2025 19:56,Returned,Pending,PayPal,USD,523.51,78.53,62.82,18.8,526.6,Djibouti,North Connor,51559,Mobile,Organic
12745,8314,13-08-2024 11:54,Pending,Paid,Wallet,USD,458.57,0,55.03,29.43,543.03,Syrian Arab Republic,Nguyenfurt,37961,Tablet,Email
12746,5953,28-05-2026 17:37,Cancelled,Refunded,BankTransfer,USD,942.1,0,113.05,44.66,1099.81,Dominica,East Dawnville,25516,Mobile,Paid
12747,5030,24-08-2024 03:35,Cancelled,Paid,BankTransfer,USD,1805.63,90.28,216.68,20.68,1952.71,Belgium,Michaelville,12224,Mobile,Direct
12748,1354,21-05-2025 19:51,Completed,Pending,Card,USD,585.13,29.26,70.22,14.9,640.99,Venezuela,Rossstad,85158,Mobile,Email
12749,6152,23-11-2025 01:50,Cancelled,Refunded,Card,USD,330.43,0,39.65,43.63,413.71,Philippines,Lake Michaelmouth,57539,Tablet,Paid
12750,9970,06-03-2026 22:21,Pending,Refunded,BankTransfer,USD,195.6,19.56,23.47,20.23,219.74,Lebanon,Carolyntown,69302,Tablet,Paid
12751,6390,13-12-2024 00:19,Cancelled,Failed,PayPal,USD,1677.33,167.73,201.28,17.15,1728.03,Pitcairn Islands,West Calebton,65938,Mobile,Paid
12752,7159,11-03-2025 23:14,Returned,Failed,PayPal,USD,1152.92,57.65,138.35,38.35,1271.97,Guinea-Bissau,Jamesburgh,74014,Desktop,Paid
12753,6034,31-05-2026 02:51,Returned,Pending,Wallet,USD,1459.53,0,175.14,25.73,1660.4,Liechtenstein,Tinastad,59893,Desktop,Paid
12754,6030,07-05-2026 03:51,Cancelled,Paid,Card,USD,1187.53,118.75,142.5,17.73,1229.01,Netherlands Antilles,West Sherry,94479,Mobile,Direct
12755,9595,12-01-2025 15:47,Returned,Paid,PayPal,USD,1226.17,183.93,147.14,33.68,1223.06,South Africa,Williamshaven,3472,Tablet,Organic
12756,2935,26-06-2025 19:22,Cancelled,Refunded,BankTransfer,USD,825.8,123.87,99.1,36.37,837.4,Somalia,West Terrihaven,33016,Tablet,Direct
12757,4495,17-07-2025 14:27,Returned,Refunded,BankTransfer,USD,1119.05,111.91,134.29,13.62,1155.05,Bermuda,Tylerbury,20740,Tablet,Paid
12758,1230,04-02-2025 12:47,Pending,Refunded,Wallet,USD,1515.07,0,181.81,30.79,1727.67,Turkey,Port Marystad,44026,Tablet,Referral
12759,3348,07-12-2024 20:23,Returned,Refunded,Card,USD,113.45,17.02,13.61,26.06,136.1,Liberia,Hillburgh,45754,Desktop,Organic
12760,434,28-12-2025 04:36,Cancelled,Failed,Wallet,USD,1280.72,64.04,153.69,46.4,1416.77,Luxembourg,Caitlinshire,44679,Tablet,Organic
12761,1766,05-06-2026 08:14,Cancelled,Failed,PayPal,USD,1151.66,172.75,138.2,21.51,1138.62,Chad,Port Joseph,11760,Tablet,Email
12762,4469,04-08-2025 23:12,Cancelled,Failed,Card,USD,1171.67,175.75,140.6,47.64,1184.16,Denmark,South Lauren,57271,Desktop,Paid
12763,7834,10-05-2026 03:18,Returned,Pending,Card,USD,1843.63,184.36,221.24,27.76,1908.27,Moldova,Montgomeryberg,72395,Mobile,Email
12764,6977,12-04-2026 20:34,Cancelled,Pending,PayPal,USD,1905.93,0,228.71,26.92,2161.56,Congo,South Willie,47533,Tablet,Direct
12765,4926,17-11-2024 11:02,Completed,Failed,BankTransfer,USD,1053.95,105.4,126.47,20.92,1095.94,Bahamas,Theresaside,51010,Mobile,Organic
12766,8099,09-06-2026 09:18,Returned,Refunded,BankTransfer,USD,1268.95,126.9,152.27,10.86,1305.18,Equatorial Guinea,Ericksonhaven,37139,Desktop,Email
12767,7770,03-08-2024 03:53,Returned,Failed,PayPal,USD,1391.92,0,167.03,38.24,1597.19,Germany,Lake Tiffany,18205,Mobile,Referral
12768,8159,15-02-2025 19:00,Returned,Failed,BankTransfer,USD,571.34,0,68.56,24.18,664.08,Cyprus,East Rebecca,62930,Tablet,Email
12769,87,20-05-2025 06:01,Pending,Paid,Card,USD,1979.29,98.96,237.51,18.69,2136.53,Trinidad and Tobago,Elizabethshire,2164,Tablet,Paid
12770,9761,09-02-2025 00:54,Pending,Paid,PayPal,USD,1942.91,291.44,233.15,23.15,1907.77,Albania,Bryanhaven,27201,Tablet,Organic
12771,9895,04-03-2026 17:01,Pending,Pending,Card,USD,1148.16,0,137.78,5.21,1291.15,Guinea,West Carrie,38798,Mobile,Organic
12772,8839,17-06-2026 18:26,Cancelled,Failed,Card,USD,821.29,41.06,98.55,23.4,902.18,Martinique,Port Brittanychester,52300,Mobile,Direct
12773,8219,12-05-2026 00:07,Cancelled,Paid,Card,USD,1727.54,172.75,207.3,11.27,1773.36,Antarctica (the territory South of 60 deg S),West Stevenshire,66211,Tablet,Organic
12774,5279,14-09-2024 06:11,Completed,Pending,PayPal,USD,1443.1,216.46,173.17,23.06,1422.87,Sweden,Medinamouth,50051,Desktop,Organic
12775,9318,14-05-2025 13:00,Pending,Pending,PayPal,USD,1962.65,98.13,235.52,47.37,2147.41,Portugal,Prestontown,19192,Mobile,Paid
12776,151,09-05-2026 12:45,Returned,Pending,Wallet,USD,1071.39,53.57,128.57,21.85,1168.24,Slovenia,Clarkland,76644,Tablet,Organic
12777,2540,18-05-2026 03:44,Cancelled,Failed,PayPal,USD,736.07,36.8,88.33,32.75,820.35,Holy See (Vatican City State),West Danielborough,9691,Desktop,Organic
12778,9436,27-01-2025 10:26,Completed,Pending,Card,USD,1220.49,122.05,146.46,45.32,1290.22,Montserrat,West Dean,80457,Tablet,Direct
12779,3726,13-07-2025 05:28,Pending,Failed,PayPal,USD,1087.19,0,130.46,10.92,1228.57,Kenya,Hollyview,43709,Tablet,Email
12780,6499,30-01-2026 00:55,Cancelled,Refunded,Card,USD,171.29,0,20.55,38.07,229.91,Antigua and Barbuda,Port Stephaniemouth,33950,Mobile,Referral
12781,8624,11-03-2026 05:43,Cancelled,Failed,BankTransfer,USD,923.79,46.19,110.85,15.07,1003.52,Turkey,North Scottmouth,54096,Desktop,Organic
12782,2247,27-08-2025 08:45,Completed,Pending,Wallet,USD,1185.33,0,142.24,47.81,1375.38,British Virgin Islands,Brownshire,49793,Tablet,Referral
12783,2320,09-03-2026 07:12,Returned,Refunded,BankTransfer,USD,920.25,46.01,110.43,9.33,994,Cambodia,Charlesville,98793,Tablet,Email
12784,3789,22-02-2025 14:46,Returned,Failed,Card,USD,380.74,19.04,45.69,49.63,457.02,Kazakhstan,Krystalfurt,59250,Desktop,Organic
12785,9088,20-09-2025 01:22,Completed,Refunded,Card,USD,151.68,15.17,18.2,29.96,184.67,Australia,West Sarah,30537,Desktop,Organic
12786,1889,13-04-2025 22:48,Completed,Paid,Card,USD,400.7,20.04,48.08,4.39,433.13,Kazakhstan,East Hannahfurt,94773,Tablet,Email
12787,7574,10-04-2025 09:41,Pending,Pending,BankTransfer,USD,1336.58,200.49,160.39,39.1,1335.58,Bahamas,Smithtown,74048,Desktop,Email
12788,9622,12-05-2026 20:22,Returned,Failed,PayPal,USD,173.48,8.67,20.82,46.13,231.76,Mauritius,Port Stacey,92207,Tablet,Organic
12789,8712,28-02-2026 07:08,Completed,Paid,PayPal,USD,1587.76,238.16,190.53,36.18,1576.31,Turkmenistan,Jonesborough,16232,Desktop,Email
12790,9204,19-01-2025 12:22,Completed,Refunded,Card,USD,1162.63,174.39,139.52,28.3,1156.06,Nicaragua,Matthewville,57760,Tablet,Referral
12791,92,09-04-2026 07:25,Pending,Refunded,Wallet,USD,862.74,43.14,103.53,9.6,932.73,Eritrea,North Kristin,86056,Mobile,Direct
12792,203,26-08-2025 11:56,Returned,Pending,Wallet,USD,1698.22,254.73,203.79,35.8,1683.08,Malaysia,Lake Donna,66463,Desktop,Paid
12793,3825,03-06-2026 18:33,Pending,Failed,PayPal,USD,393.33,0,47.2,22.19,462.72,Timor-Leste,West Terryshire,73511,Desktop,Direct
12794,5981,04-10-2024 03:05,Cancelled,Pending,BankTransfer,USD,1705.72,255.86,204.69,13.51,1668.06,Singapore,Port Alexanderhaven,24940,Desktop,Direct
12795,8001,05-05-2026 02:26,Completed,Failed,PayPal,USD,1752.87,0,210.34,45.82,2009.03,Lao People's Democratic Republic,Jessicafurt,71499,Mobile,Referral
12796,574,05-01-2025 19:42,Pending,Failed,PayPal,USD,612.73,30.64,73.53,45.57,701.19,Canada,South Amy,86666,Tablet,Direct
12797,4447,16-01-2025 12:45,Completed,Refunded,PayPal,USD,922.5,46.12,110.7,12.28,999.36,Iran,Michaelshire,33030,Tablet,Paid
12798,6139,05-02-2025 06:30,Cancelled,Paid,Wallet,USD,120.34,12.03,14.44,1.67,124.42,Burkina Faso,Maldonadotown,43023,Mobile,Paid
12799,9071,20-08-2024 22:56,Returned,Pending,PayPal,USD,52.49,7.87,6.3,44.66,95.58,Bhutan,New Eric,86015,Desktop,Organic
12800,5076,26-08-2024 15:27,Pending,Paid,Card,USD,703.46,35.17,84.42,28.91,781.62,Montserrat,Alanview,71500,Tablet,Paid
12801,2381,20-03-2025 10:29,Cancelled,Refunded,PayPal,USD,176.83,26.52,21.22,29.88,201.41,Philippines,Richardberg,19047,Tablet,Direct
12802,1752,01-02-2025 06:37,Completed,Failed,BankTransfer,USD,1195.23,119.52,143.43,41.62,1260.76,French Southern Territories,Tammyland,67066,Desktop,Email
12803,3641,11-01-2026 17:24,Cancelled,Paid,Wallet,USD,1413.32,70.67,169.6,49.38,1561.63,Tajikistan,West Donald,97972,Mobile,Paid
12804,325,01-04-2025 06:01,Pending,Pending,PayPal,USD,1471.4,220.71,176.57,11.91,1439.17,Cuba,Wilsonhaven,83116,Mobile,Organic
12805,2171,15-06-2026 11:59,Pending,Refunded,PayPal,USD,582.72,0,69.93,33.12,685.77,Brazil,Port Gabrielleport,46401,Desktop,Email
12806,7530,29-07-2025 01:58,Completed,Failed,PayPal,USD,63.86,6.39,7.66,13.79,78.92,Vanuatu,Nicholstown,83451,Desktop,Email
12807,9713,15-07-2026 17:23,Cancelled,Pending,BankTransfer,USD,1308.59,0,157.03,33.27,1498.89,Iran,New Christopher,93982,Mobile,Referral
12808,8459,22-01-2025 16:50,Returned,Refunded,Card,USD,1885.97,0,226.32,31.5,2143.79,Germany,Cynthiaview,67283,Mobile,Referral
12809,7985,07-02-2026 16:58,Completed,Pending,PayPal,USD,575.17,86.28,69.02,8.06,565.97,Kazakhstan,Thomasland,19797,Tablet,Paid
12810,4983,06-03-2025 00:32,Pending,Failed,BankTransfer,USD,525.65,0,63.08,39.82,628.55,Macao,Lake Adamstad,4277,Mobile,Direct
12811,8212,14-10-2024 12:30,Pending,Pending,Card,USD,1433.34,215,172,39.09,1429.43,Ethiopia,Barronburgh,77641,Mobile,Email
12812,8870,07-01-2026 12:19,Cancelled,Refunded,BankTransfer,USD,968.88,48.44,116.27,9,1045.71,Azerbaijan,East Jeffreyfort,67642,Tablet,Email
12813,2997,08-09-2025 10:18,Cancelled,Pending,PayPal,USD,20.46,1.02,2.46,10.01,31.91,Saint Lucia,Lake Jennifer,97496,Mobile,Email
12814,5035,24-04-2025 11:10,Pending,Paid,Wallet,USD,1849.82,184.98,221.98,36.38,1923.2,Guatemala,Hahnmouth,30185,Mobile,Paid
12815,2695,27-11-2025 20:18,Pending,Paid,Card,USD,1734.88,173.49,208.19,43.01,1812.59,Romania,Andrewhaven,88303,Desktop,Referral
12816,1951,26-08-2025 02:44,Cancelled,Paid,Wallet,USD,1842.63,92.13,221.12,21.88,1993.5,Paraguay,North Leslie,2867,Desktop,Referral
