product_id,sku,product_name,category,subcategory,brand,price,cost,stock_quantity,active,created_at
536,SKU100536,Record,Home,actually,Robinson-Palmer,798.61,341.3,424,1,05-08-2021 07:56
537,SKU100537,Institution,Electronics,size,Morgan-Mendoza,19.48,12.7,152,1,21-12-2024 10:48
538,SKU100538,Usually,Electronics,avoid,Anderson Group,824.68,344.15,870,1,05-09-2022 19:20
539,SKU100539,Form,Sports,rate,Martinez PLC,650.69,470.42,735,1,04-06-2022 21:07
540,SKU100540,Safe,Clothing,else,"Daniels, Bruce and Hicks",66.96,53.95,633,1,30-03-2025 01:34
541,SKU100541,Magazine,Electronics,receive,"Park, Hernandez and Delacruz",883.46,395.37,400,1,06-10-2024 13:31
542,SKU100542,Floor,Sports,bag,Cruz PLC,381.89,165.97,155,0,02-08-2020 15:23
543,SKU100543,West,Clothing,development,"Medina, Miller and Jennings",408.84,311.67,554,1,30-05-2022 04:35
544,SKU100544,Painting,Sports,simply,Garza Group,924.07,679.93,876,0,10-02-2023 01:17
545,SKU100545,Language,Sports,store,Larson LLC,137.09,77.03,525,1,06-02-2022 08:56
546,SKU100546,Message,Beauty,seek,Mejia Group,926.5,708.05,151,1,03-12-2020 13:03
547,SKU100547,Herself,Beauty,your,Patton and Sons,873.73,490.87,967,1,29-01-2024 23:33
548,SKU100548,Start,Beauty,trouble,Kim-Jacobs,390.27,203.22,449,1,11-03-2023 11:43
549,SKU100549,Hospital,Beauty,consider,Holmes PLC,931.79,716.29,509,1,04-07-2023 00:16
550,SKU100550,Score,Home,first,Simmons-Perez,818.14,524.52,651,1,25-02-2024 16:06
551,SKU100551,House,Electronics,wait,Weeks-Estrada,892.57,660.15,655,1,30-07-2023 06:18
552,SKU100552,Reduce,Beauty,or,"Rubio, Green and Coleman",392.56,252.4,294,0,22-09-2023 12:42
553,SKU100553,Each,Beauty,car,Hoffman Ltd,967.82,492.02,236,0,23-07-2020 10:13
554,SKU100554,Them,Electronics,development,Nguyen-Gibson,757.69,397.4,230,1,06-09-2024 00:19
555,SKU100555,Avoid,Sports,use,"Sutton, Proctor and Miller",316.61,219.27,1,1,11-12-2024 07:28
556,SKU100556,Main,Sports,save,Larsen Ltd,611.17,478.95,908,1,12-10-2020 20:24
557,SKU100557,Budget,Home,player,Rice and Sons,279.54,220.28,481,1,17-10-2022 16:11
558,SKU100558,Paper,Sports,our,Hernandez Group,797.82,421.31,904,1,11-05-2023 22:03
559,SKU100559,Change,Clothing,prove,"Castro, Price and Mendoza",55.68,43.08,765,1,07-05-2022 20:56
560,SKU100560,Interest,Electronics,wind,Sanchez Ltd,246.37,127.68,129,1,06-12-2021 12:21
561,SKU100561,Enough,Sports,decision,Brown Inc,532.12,218.5,435,1,17-05-2021 14:34
562,SKU100562,Represent,Electronics,age,Rodriguez-Williams,118.01,57.19,328,1,15-01-2021 17:10
563,SKU100563,Out,Electronics,suffer,Peterson LLC,796.1,639.82,916,1,03-12-2022 08:18
564,SKU100564,Interesting,Sports,doctor,Rivera-Moss,927.97,508.06,336,1,29-11-2020 14:30
565,SKU100565,Contain,Electronics,rule,"Carlson, Jones and Hicks",213.7,137.61,554,1,06-02-2023 16:16
566,SKU100566,Deal,Home,team,Evans-Miller,487.29,200.26,522,1,01-03-2022 18:45
567,SKU100567,Keep,Home,approach,"Mendez, Pierce and Hoffman",328.88,131.95,352,1,01-10-2020 04:34
568,SKU100568,Bag,Home,ask,Stout-Thomas,187.87,106.47,985,1,28-08-2022 03:37
569,SKU100569,Probably,Electronics,western,"Russell, Ray and Yang",77.6,60.45,119,1,02-05-2022 21:52
570,SKU100570,Ready,Electronics,happen,Parsons-Ford,161.22,98.45,820,1,29-04-2021 02:48
571,SKU100571,Kitchen,Clothing,spring,Franklin-Perez,512.59,360.16,13,1,20-10-2023 21:36
572,SKU100572,City,Beauty,seem,Watson Inc,126.47,106.55,764,1,13-03-2023 16:40
573,SKU100573,Green,Electronics,water,Fisher-Atkinson,877.85,602.03,525,1,30-06-2023 20:48
574,SKU100574,Mention,Electronics,usually,Sullivan-Joseph,749.91,577.26,130,1,27-08-2021 19:40
575,SKU100575,Weight,Sports,far,Burton Inc,714.62,551.09,264,1,13-04-2024 18:00
576,SKU100576,Wear,Clothing,exist,Gonzalez-Mcdonald,46.51,24.36,69,1,06-01-2021 08:20
577,SKU100577,Under,Home,probably,Sanchez-Robinson,582.57,472.69,221,1,16-02-2025 10:10
578,SKU100578,Bank,Beauty,often,Simmons Inc,158.25,92.3,148,1,19-05-2022 14:55
579,SKU100579,Last,Beauty,have,Ramirez Group,385.76,253.55,271,1,21-03-2024 21:49
580,SKU100580,Major,Home,yeah,"Best, Reed and Edwards",513.37,398.79,43,1,22-01-2025 15:04
581,SKU100581,Those,Home,product,Kaufman PLC,155.1,87.84,617,1,05-01-2025 06:07
582,SKU100582,Mission,Home,fine,"Young, Harris and Sanders",978.87,553.19,421,1,04-04-2022 08:00
583,SKU100583,Around,Electronics,result,Rivera LLC,441.74,206.26,208,1,29-03-2025 18:25
584,SKU100584,Around,Electronics,argue,Jones Group,611.7,326.45,140,1,10-10-2024 23:47
585,SKU100585,A,Beauty,audience,Brown and Sons,537.53,411.93,227,1,19-05-2023 19:54
586,SKU100586,Strategy,Home,chance,West-Conrad,392.42,207.68,441,1,14-02-2025 21:37
587,SKU100587,Figure,Home,college,"Brooks, Turner and Heath",968.08,539.68,86,1,23-02-2024 17:50
588,SKU100588,Price,Beauty,woman,Raymond-Garrett,901.62,753.69,998,1,16-01-2025 17:57
589,SKU100589,Carry,Electronics,guess,Thompson Ltd,375.97,221.57,376,1,13-08-2023 13:15
590,SKU100590,Fly,Electronics,left,Brown and Sons,545.33,296.56,938,1,17-09-2022 22:13
591,SKU100591,View,Electronics,notice,"Callahan, Haynes and Hooper",702.73,530.84,546,1,13-11-2020 15:35
592,SKU100592,Middle,Sports,contain,"Williams, Marshall and Wright",552.84,340.28,799,1,23-07-2023 21:53
593,SKU100593,Poor,Home,remain,Johnson and Sons,975.85,723.93,203,1,31-01-2025 11:02
594,SKU100594,Water,Home,arm,Velasquez-Guerrero,159.88,123.29,832,1,19-12-2023 16:35
595,SKU100595,Member,Home,world,Huerta-Thompson,520.56,356.12,106,1,15-06-2025 22:18
596,SKU100596,Against,Clothing,make,Higgins and Sons,389.65,290.61,27,1,17-10-2022 01:05
597,SKU100597,Bar,Electronics,win,Wade-Gutierrez,715.14,335.47,264,1,08-09-2022 15:51
598,SKU100598,Response,Beauty,hair,Shaffer Group,779.32,397.7,938,1,16-08-2021 00:53
599,SKU100599,Read,Sports,south,Alvarez PLC,382.64,241.75,41,1,23-04-2021 06:43
600,SKU100600,Organization,Home,management,"Thompson, Howell and Cox",654.06,376.03,475,1,15-03-2022 19:48
601,SKU100601,Might,Sports,feel,Thomas and Sons,735.02,494.44,207,1,03-09-2023 13:17
602,SKU100602,Sometimes,Sports,despite,"Lloyd, Little and Velasquez",33.8,16.64,198,1,05-03-2022 13:32
603,SKU100603,Smile,Home,product,"Wilkerson, Hodges and Wiley",843.92,631.74,206,1,25-05-2023 20:24
604,SKU100604,Upon,Electronics,forget,"Butler, Mcdaniel and Thompson",855.17,559.2,95,1,09-10-2020 12:45
605,SKU100605,Ago,Clothing,foot,"Chambers, Hall and Hayes",993.2,639.52,475,1,31-08-2020 11:32
606,SKU100606,Fine,Electronics,far,Henderson-Herrera,632.75,385.99,536,1,17-05-2023 06:49
607,SKU100607,Factor,Beauty,future,Jackson-Arnold,399.19,178.41,519,1,04-08-2020 19:55
608,SKU100608,Charge,Sports,official,Diaz PLC,876.88,609.66,859,1,21-09-2022 00:46
609,SKU100609,History,Home,simply,Morrow PLC,463.09,379.98,517,1,31-07-2023 02:12
610,SKU100610,Particularly,Beauty,office,Richards-Galvan,72.68,42.93,396,1,06-12-2023 05:40
611,SKU100611,Sell,Sports,pull,Martinez LLC,381.51,304.41,874,1,21-02-2023 07:42
612,SKU100612,Employee,Home,garden,"Johnson, Mann and Hall",682.53,433.82,498,1,01-03-2025 11:15
613,SKU100613,Parent,Clothing,with,"Fox, Campbell and Smith",315.02,248.71,175,1,11-10-2022 07:33
614,SKU100614,Class,Electronics,indeed,"Ortega, Luna and Mitchell",269.93,147.15,432,1,07-08-2022 00:46
615,SKU100615,Now,Home,TV,Brooks-Roman,79.7,48,160,1,20-10-2023 11:17
616,SKU100616,Suggest,Sports,six,"Fuller, Jenkins and Stewart",105.36,71.12,619,1,23-05-2025 22:43
617,SKU100617,Across,Electronics,partner,"Ramirez, Lopez and Dominguez",220.86,92.45,543,1,13-08-2022 07:45
618,SKU100618,Drug,Beauty,science,Bishop-Jackson,560.97,225.49,936,1,15-02-2021 08:15
619,SKU100619,Win,Beauty,discover,Carroll-Higgins,885.61,457.25,466,1,19-02-2025 13:16
620,SKU100620,Us,Clothing,soon,Harris-Armstrong,49.3,37.91,918,1,03-04-2024 05:32
621,SKU100621,Pull,Clothing,big,Allen Inc,250.45,128.92,552,1,05-12-2021 13:05
622,SKU100622,International,Home,wind,Johnson-Summers,693.59,563.33,396,1,16-12-2024 08:36
623,SKU100623,Somebody,Beauty,reach,Rodriguez-Gomez,104.46,45.09,704,1,05-06-2025 13:56
624,SKU100624,Say,Sports,director,Johnson Inc,704.72,519,304,1,27-05-2021 15:39
625,SKU100625,Benefit,Beauty,former,Mitchell-Orr,922.29,620.36,487,1,01-04-2023 02:25
626,SKU100626,Hope,Beauty,sure,Brown PLC,307.17,211.38,510,1,27-04-2021 03:25
627,SKU100627,Offer,Sports,begin,Bartlett PLC,13.57,9.72,536,1,20-06-2022 22:15
628,SKU100628,Himself,Home,simply,Dougherty Group,975.75,731.01,449,1,30-11-2024 09:55
629,SKU100629,Professor,Beauty,treat,Beard Group,421.18,334.66,540,1,16-05-2023 19:51
630,SKU100630,President,Clothing,society,"Lee, Brown and Smith",290.89,233.56,805,0,20-02-2023 07:40
631,SKU100631,Wonder,Electronics,feeling,Freeman-Roach,489.18,404.9,240,1,28-05-2025 23:36
632,SKU100632,Practice,Clothing,trip,"Rowe, Clark and Weaver",442.41,319.19,838,1,05-02-2021 19:28
633,SKU100633,Mission,Clothing,study,"Hayes, Rodriguez and Santana",970.61,755.45,397,0,19-12-2020 05:44
634,SKU100634,Know,Clothing,official,Vasquez-Castillo,273.75,182.7,988,1,25-04-2025 20:45
635,SKU100635,Away,Sports,thousand,Carter Ltd,250.02,193.96,999,1,21-10-2020 19:17
636,SKU100636,Relationship,Electronics,during,Curtis-Ross,452.34,327.99,360,1,11-03-2025 14:29
637,SKU100637,Change,Home,probably,Bentley and Sons,618.58,361.14,32,1,13-08-2023 11:25
638,SKU100638,Not,Sports,leave,"Castillo, Young and Robinson",825.79,672.78,533,1,25-10-2022 07:52
639,SKU100639,Southern,Electronics,ask,"Butler, Pratt and Gonzalez",915.92,470.67,782,1,19-10-2021 12:18
640,SKU100640,Young,Sports,reveal,Sullivan Ltd,445.01,236.94,142,1,02-10-2020 10:58
641,SKU100641,Thing,Clothing,receive,"Romero, Lewis and Parker",616.39,381.3,862,1,21-01-2023 03:40
642,SKU100642,Physical,Clothing,what,Carter Group,632.97,343.22,679,1,28-03-2021 05:26
643,SKU100643,Son,Sports,likely,Moore LLC,153.94,84.72,411,1,12-07-2025 15:41
644,SKU100644,Agency,Electronics,service,Blake Group,612.08,402.53,474,1,19-03-2025 01:13
645,SKU100645,Must,Beauty,player,Johnson Group,982.76,578.86,277,1,01-10-2022 22:42
646,SKU100646,Friend,Clothing,move,Price Group,667.88,296.87,106,1,22-12-2023 18:34
647,SKU100647,Consumer,Home,product,Salazar Ltd,167.82,121.3,570,1,27-11-2021 19:11
648,SKU100648,Military,Home,blue,Spence Group,539.86,269.06,630,1,07-02-2025 17:42
649,SKU100649,Mother,Beauty,tonight,Ferguson-Johnson,206.87,132.68,537,1,01-05-2025 15:20
650,SKU100650,Per,Clothing,seem,Proctor-Woods,159.36,110.13,433,1,26-04-2024 14:02
651,SKU100651,Tree,Sports,trade,"Boyd, Hall and Stevens",740.94,358.63,914,1,08-10-2022 02:09
652,SKU100652,Share,Sports,stay,Hall PLC,91.44,45.9,381,1,16-07-2021 11:59
653,SKU100653,Company,Clothing,group,"Bass, Moore and Kent",643.22,272.28,205,1,07-04-2024 00:39
654,SKU100654,Relationship,Beauty,save,"Gill, Bishop and Rivera",926.43,664.91,164,1,19-08-2024 05:30
655,SKU100655,Lay,Electronics,building,Thompson Group,483.63,329.89,663,1,06-03-2023 18:03
656,SKU100656,Issue,Sports,evening,Brooks PLC,57.03,24.79,422,1,01-07-2021 20:07
657,SKU100657,Oil,Electronics,whom,Schwartz-Moran,856.08,587.71,599,1,04-02-2022 09:48
658,SKU100658,Seek,Electronics,election,"Coleman, Newman and Pierce",80.09,53.84,580,1,24-02-2022 11:06
659,SKU100659,Leg,Electronics,market,"West, Gentry and Bailey",88.17,37.13,440,1,25-09-2024 11:06
660,SKU100660,Page,Clothing,story,Walter-Davis,835.36,557.01,316,1,03-04-2022 20:38
661,SKU100661,Build,Electronics,home,Jimenez-Green,314.43,227.68,55,1,26-11-2023 15:26
662,SKU100662,Skill,Sports,child,"Brooks, French and Bird",885.66,700.72,133,1,26-12-2023 08:59
663,SKU100663,Later,Home,usually,"Solomon, Taylor and Hicks",869.84,632.57,823,1,24-11-2022 14:29
664,SKU100664,Impact,Home,everyone,Aguilar PLC,911.78,493.87,348,1,27-02-2022 00:18
665,SKU100665,Nation,Sports,step,"Scott, Nicholson and Novak",552.17,346.71,702,1,10-01-2025 19:42
666,SKU100666,View,Home,place,Gonzalez and Sons,201.52,125.87,161,1,03-11-2021 01:25
667,SKU100667,Call,Sports,themselves,Bailey-Parsons,991.9,563.48,583,1,24-12-2020 16:47
668,SKU100668,Kind,Beauty,account,Adams-Mcclain,50.62,30.44,695,1,21-10-2023 15:05
669,SKU100669,Especially,Electronics,somebody,Mcconnell-Brooks,752.25,323.15,833,1,08-10-2022 22:50
670,SKU100670,Everybody,Electronics,base,Elliott LLC,217.33,176.21,654,1,10-07-2025 16:28
671,SKU100671,And,Clothing,situation,Baker-Flores,38.36,15.73,180,1,01-03-2024 17:26
672,SKU100672,Me,Clothing,though,Cole-Perez,461.09,271.69,251,1,06-08-2021 17:24
673,SKU100673,Low,Sports,receive,"Dunlap, Salas and Ramirez",577.43,310.64,346,1,09-03-2024 03:35
674,SKU100674,History,Clothing,hear,Walker-Tucker,433.9,307.47,62,1,18-09-2022 11:59
675,SKU100675,Field,Sports,break,"Kline, Sanchez and King",973.29,513.9,688,1,26-02-2024 15:16
676,SKU100676,Argue,Electronics,great,"Henderson, Lee and Spencer",84.13,71.36,160,1,23-05-2023 16:15
677,SKU100677,Final,Home,pressure,Montoya PLC,702.61,558.4,734,1,11-01-2021 16:18
678,SKU100678,Full,Sports,huge,May-Palmer,903.7,584.92,351,1,20-09-2024 16:44
679,SKU100679,Machine,Clothing,understand,Lowery-Lester,641.12,418.28,577,1,31-10-2022 21:53
680,SKU100680,Month,Electronics,during,Merritt LLC,191.36,98.96,689,1,27-11-2022 07:51
681,SKU100681,Usually,Beauty,apply,Joyce PLC,326.53,272.01,755,1,03-08-2022 14:11
682,SKU100682,Generation,Electronics,best,"Anderson, Collins and Morales",917.33,681.77,825,1,19-03-2023 22:12
683,SKU100683,Bank,Home,clearly,Smith-Brady,402.37,331.41,20,1,07-03-2024 13:16
684,SKU100684,Management,Home,analysis,"Gibson, Bentley and Bender",249.87,208.59,617,0,16-07-2023 16:17
685,SKU100685,Attorney,Clothing,not,Taylor LLC,460.69,242.17,232,1,24-02-2022 12:55
686,SKU100686,American,Clothing,source,Holland-Parker,718.97,334.66,353,1,03-02-2023 21:25
687,SKU100687,Democrat,Sports,style,"Mullins, Miranda and Horton",527.67,436.34,709,1,30-01-2023 13:15
688,SKU100688,Guy,Clothing,night,Collins-Rodriguez,285.96,205.41,877,1,14-12-2022 08:12
689,SKU100689,Course,Sports,try,Hogan-Reeves,943.38,432.32,736,1,08-04-2022 09:22
690,SKU100690,Near,Beauty,drug,Griffin LLC,622.25,291,216,1,21-02-2024 19:45
691,SKU100691,Entire,Electronics,decide,"Moreno, Wilkinson and Steele",299.34,195.56,419,1,02-03-2024 07:33
692,SKU100692,Media,Electronics,measure,Spencer LLC,898.4,625.82,22,1,28-06-2022 20:52
693,SKU100693,Boy,Clothing,despite,Carroll-Church,574.44,374.29,177,1,19-07-2024 04:31
694,SKU100694,Property,Electronics,reason,Espinoza LLC,169.22,111.09,388,1,11-07-2023 10:41
695,SKU100695,Financial,Home,risk,"Wilkinson, Weiss and Alexander",135.48,62.04,433,1,07-01-2024 10:16
696,SKU100696,Open,Electronics,check,"Cohen, Herman and Martinez",351.91,236.48,990,1,11-10-2021 13:01
697,SKU100697,Law,Beauty,mother,Wright-Gardner,767.67,405.24,73,1,16-08-2021 16:57
698,SKU100698,White,Beauty,write,"Walters, Russell and Franklin",645.04,394.32,581,1,25-02-2024 02:39
699,SKU100699,Student,Clothing,sell,"Smith, Anderson and Rowland",768.18,593.86,234,1,08-02-2021 08:14
700,SKU100700,Each,Clothing,raise,Maddox Inc,988.03,791.91,984,1,11-09-2024 11:33
701,SKU100701,Kid,Clothing,turn,"Estrada, Beasley and Anderson",151.65,113.25,209,1,03-11-2024 08:17
702,SKU100702,Seem,Sports,husband,"Cooper, Hines and West",278.86,201.48,708,1,29-03-2022 18:07
703,SKU100703,Every,Home,read,Davis-Callahan,773.31,453.53,72,1,09-02-2024 13:29
704,SKU100704,Wind,Clothing,woman,Pope and Sons,243.14,133.23,244,1,02-07-2021 20:47
705,SKU100705,Energy,Clothing,goal,Dillon PLC,452.55,333.66,877,1,31-08-2022 05:44
706,SKU100706,Leg,Electronics,develop,Sanchez-Ramos,25.45,15.59,159,1,21-02-2021 14:08
707,SKU100707,Institution,Electronics,view,Herrera Ltd,77.96,34.72,186,1,02-06-2022 12:40
708,SKU100708,Certain,Beauty,ready,Ross-Guerra,639.2,282.91,80,1,20-01-2025 02:34
709,SKU100709,His,Beauty,name,Klein-Bell,266.26,165.91,517,1,21-07-2022 01:16
710,SKU100710,Them,Sports,everything,Fisher Group,768.38,527.14,53,1,02-04-2021 09:25
711,SKU100711,Only,Electronics,wear,"Thornton, Cook and Hernandez",373.07,153.97,636,1,15-04-2022 15:20
712,SKU100712,Only,Sports,listen,Martinez Inc,647.09,264.65,955,1,05-08-2024 18:21
713,SKU100713,Trip,Sports,international,Sullivan-Williams,670.39,324.12,183,1,30-04-2021 17:32
714,SKU100714,Such,Home,read,"Bell, Mcintosh and Mann",715.23,567.24,133,1,31-05-2024 13:43
715,SKU100715,Available,Sports,produce,"Conrad, Diaz and Bond",455.74,182.98,620,1,20-05-2024 01:08
716,SKU100716,Over,Sports,vote,Stephens-Blake,259.06,160.87,525,1,10-03-2023 06:31
717,SKU100717,Door,Home,hundred,Welch Ltd,792.19,619.07,451,1,23-02-2023 22:24
718,SKU100718,Best,Clothing,role,Carrillo Ltd,519.53,323.45,166,1,18-12-2023 03:45
719,SKU100719,Key,Beauty,must,Hernandez-Maxwell,653.51,443.83,445,1,07-02-2025 01:09
720,SKU100720,After,Electronics,account,"Ruiz, Buchanan and Lindsey",199.19,130.38,830,1,28-08-2023 01:28
721,SKU100721,Until,Beauty,effort,"Rodriguez, Phelps and Adkins",365.14,190.04,558,1,16-11-2024 10:48
722,SKU100722,Simply,Sports,many,Ayala-Baldwin,981.89,796.82,996,1,21-10-2020 16:03
723,SKU100723,Guess,Sports,as,Young-Moore,570.86,363.8,827,1,03-04-2025 18:02
724,SKU100724,Hot,Clothing,hospital,Mccoy-Adams,606.67,270.13,107,1,22-04-2022 09:21
725,SKU100725,Go,Sports,ask,"Barajas, Brown and Williams",724.88,392.27,950,1,06-02-2022 01:16
726,SKU100726,Good,Sports,from,Crawford-Wilson,853,549.78,980,1,16-11-2021 08:26
727,SKU100727,Executive,Home,father,George PLC,644.57,470.9,984,1,24-07-2020 09:04
728,SKU100728,Economic,Home,modern,"Mccoy, Burch and Mack",976.14,586.35,72,1,24-09-2022 22:39
729,SKU100729,Sport,Sports,us,Thomas-Arnold,217.1,116.03,337,1,10-10-2022 13:30
730,SKU100730,Already,Sports,million,Miller Group,880.46,596.35,767,1,27-06-2022 12:26
731,SKU100731,Protect,Electronics,travel,Newman-Davila,467.47,262.88,145,1,29-01-2024 16:01
732,SKU100732,Indeed,Electronics,individual,"White, Thomas and Downs",25.29,10.35,175,1,04-12-2022 19:09
733,SKU100733,Develop,Beauty,human,"Davila, Colon and Nichols",427.03,298.2,365,1,17-07-2020 01:37
734,SKU100734,Smile,Sports,PM,Cooke-Bennett,822.58,577.16,57,1,04-06-2022 01:01
735,SKU100735,Next,Clothing,reveal,"Rice, Lewis and Jones",354.28,243.19,232,1,09-01-2024 06:51
736,SKU100736,Involve,Sports,ten,Tucker-Drake,653.59,518.67,197,1,11-07-2022 00:51
737,SKU100737,Development,Home,behavior,Molina-Brown,701.68,385.16,908,1,02-11-2024 23:19
738,SKU100738,Program,Home,cause,Ray-Patton,897.89,757.66,174,1,25-02-2021 16:31
739,SKU100739,One,Home,training,Campos LLC,470.33,309.95,725,1,02-06-2024 21:32
740,SKU100740,Production,Sports,town,Schultz PLC,955.51,505.6,793,1,18-04-2021 22:28
741,SKU100741,Dog,Beauty,responsibility,"Davis, Johnston and Schaefer",398.25,251.7,487,1,05-09-2022 11:05
742,SKU100742,Wish,Clothing,actually,Wagner PLC,93.4,68.75,167,1,15-08-2021 01:16
743,SKU100743,Create,Sports,end,Wood-Jackson,760.85,375.01,137,1,05-01-2025 01:16
744,SKU100744,Question,Beauty,where,Smith-Harper,31.16,17.02,197,1,02-10-2024 13:05
745,SKU100745,Forward,Clothing,young,Whitehead PLC,313.93,217.54,669,1,24-11-2021 12:03
746,SKU100746,Worry,Beauty,dream,Mason-Lopez,810.17,615.47,723,1,20-09-2021 15:21
747,SKU100747,Her,Beauty,staff,"Collins, Pruitt and Cannon",661.46,358.52,994,0,02-12-2021 02:58
748,SKU100748,More,Clothing,fund,"Pierce, Kelly and Zimmerman",764.05,437.77,685,1,15-03-2024 00:17
749,SKU100749,Include,Home,artist,Martinez-Parker,281.56,235,785,1,09-11-2020 11:17
750,SKU100750,Also,Clothing,case,Brooks LLC,941.55,408.17,461,1,11-02-2023 19:16
751,SKU100751,Approach,Beauty,feeling,Mckenzie-Hopkins,232.38,159.48,339,1,14-02-2023 16:11
752,SKU100752,Popular,Electronics,outside,Wilson-Bright,447.48,243.53,917,1,23-12-2020 18:33
753,SKU100753,Per,Electronics,traditional,Goodman-Nguyen,352.83,243.75,809,1,01-12-2022 01:29
754,SKU100754,Laugh,Sports,ago,Smith Inc,195.53,135.67,463,1,07-09-2021 17:37
755,SKU100755,Offer,Electronics,particularly,"Padilla, Howard and Houston",23.85,13.35,280,1,31-01-2023 18:37
756,SKU100756,Carry,Electronics,big,Robinson Ltd,743.11,435.77,634,1,14-02-2023 14:56
757,SKU100757,Others,Sports,later,"Young, Smith and Cannon",405.41,245.92,815,1,08-11-2023 00:48
758,SKU100758,Fall,Clothing,doctor,"Ward, Bennett and Brown",96.78,53.21,240,1,07-12-2021 06:45
759,SKU100759,Get,Home,space,Bright Group,6.46,2.82,401,1,31-12-2023 11:02
760,SKU100760,Three,Clothing,among,Clark-Wilson,345.45,197.02,472,1,01-04-2025 20:38
761,SKU100761,Role,Sports,father,"Nelson, Martinez and Barajas",844.94,659.64,371,1,06-12-2022 02:24
762,SKU100762,Painting,Beauty,mean,Patterson-Graham,882.99,641.32,658,1,07-05-2021 03:55
763,SKU100763,Million,Electronics,might,Reyes-Ramirez,974.28,426.36,345,1,05-12-2020 04:35
764,SKU100764,Day,Home,everything,Reyes Ltd,522.05,353.13,247,1,12-05-2022 03:59
765,SKU100765,Military,Sports,hot,Lewis-Terry,613.9,327.6,779,1,22-10-2021 15:46
766,SKU100766,Upon,Electronics,account,"Ramos, Hughes and Walter",121.69,87.17,884,1,19-08-2021 20:47
767,SKU100767,Mrs,Clothing,carry,Arnold PLC,102.19,58.13,225,1,12-08-2021 19:09
768,SKU100768,Leader,Electronics,feel,Cox-Ward,897.87,447.93,329,1,17-05-2025 23:20
769,SKU100769,Over,Beauty,practice,"Cobb, Hull and Beck",875.82,467.12,610,1,31-10-2020 07:18
770,SKU100770,Fire,Sports,store,Austin Inc,493.29,314.56,152,1,12-08-2022 11:48
771,SKU100771,Stuff,Sports,should,Stone-Price,67.1,44.22,114,1,16-10-2021 13:23
772,SKU100772,Skill,Electronics,half,"Duran, Jones and Perez",60.89,27.41,442,1,08-07-2025 23:10
773,SKU100773,Shake,Sports,answer,Santana LLC,400.32,169.96,867,1,03-04-2025 11:43
774,SKU100774,Board,Clothing,whether,Roberts Group,62.39,41.13,121,1,28-08-2024 16:37
775,SKU100775,Leg,Sports,city,"King, Gonzalez and Long",658.63,433.61,453,1,08-10-2020 13:37
776,SKU100776,Join,Beauty,hour,"Davis, Thompson and Cohen",676.36,302.17,291,1,07-09-2021 04:19
777,SKU100777,TRUE,Sports,ever,Bailey LLC,37.12,30.38,689,1,04-12-2020 01:58
778,SKU100778,Camera,Electronics,board,Gibson-Williams,463.88,314.12,883,1,17-08-2023 21:09
779,SKU100779,Defense,Home,despite,"Garcia, Ray and Colon",607.06,496.92,18,1,13-08-2024 10:39
780,SKU100780,Whether,Clothing,management,Wilkerson-Cox,752.2,484.02,729,1,21-10-2021 22:47
781,SKU100781,Fund,Beauty,of,Smith-Sellers,850.26,546.4,156,1,27-03-2024 04:47
782,SKU100782,Media,Sports,what,"Beck, Hernandez and Goodman",220.71,122.87,543,1,15-12-2020 20:08
783,SKU100783,Design,Home,staff,Roberts Ltd,540.2,320.8,457,0,08-02-2025 07:33
784,SKU100784,Seven,Home,catch,Holloway Group,920.99,446.06,12,1,17-03-2024 20:59
785,SKU100785,Republican,Sports,expert,"Larsen, Rice and Baxter",945.31,620.55,66,1,16-12-2021 21:00
786,SKU100786,Head,Beauty,authority,Mccarthy-Williams,261.06,200.09,363,1,27-09-2024 23:16
787,SKU100787,Reduce,Home,choose,"Jones, Mcintyre and Mann",813.35,396.49,393,1,22-06-2023 20:30
788,SKU100788,Not,Electronics,actually,Marsh Inc,155.63,108.32,855,1,13-11-2024 00:25
789,SKU100789,Wear,Electronics,past,Davis Group,448.85,327.37,283,1,07-02-2024 11:53
790,SKU100790,Successful,Clothing,treat,Pope-Rios,163.58,104.79,770,1,24-08-2022 14:57
791,SKU100791,Yeah,Electronics,law,"Flores, Smith and Avila",312.04,210.35,656,1,29-09-2024 20:00
792,SKU100792,She,Electronics,budget,Bennett-Martinez,84.33,63.79,581,1,02-04-2021 18:45
793,SKU100793,Director,Home,off,"Bradford, Giles and Carter",641.68,448.38,676,1,10-07-2025 22:33
794,SKU100794,Animal,Home,every,"Garcia, Spencer and Bailey",906.79,529.33,480,0,14-12-2022 01:59
795,SKU100795,Range,Beauty,certainly,Spears PLC,90.36,45.2,64,1,10-04-2021 20:27
796,SKU100796,Daughter,Home,important,"Hart, Jensen and Hughes",515.09,223.32,390,1,13-01-2022 22:38
797,SKU100797,He,Sports,speech,Bradford-Booth,804.31,331.26,608,1,14-03-2024 01:53
798,SKU100798,Billion,Beauty,success,Campbell LLC,435.05,233.78,268,1,09-02-2022 16:00
799,SKU100799,Never,Electronics,to,Coleman Ltd,350.38,267.14,336,1,26-04-2021 23:45
800,SKU100800,Theory,Home,nearly,Smith Inc,761.78,515.96,506,1,06-08-2020 22:03
801,SKU100801,Do,Electronics,what,Webb-Alvarez,887.2,753.98,637,0,21-10-2024 22:27
802,SKU100802,College,Beauty,word,Harris-Cox,164.73,124.42,610,1,02-12-2020 04:34
